,Elapsed time(seconds),SpO2(%),hr (bpm)
0,0.000, 98.000, 90.001
1,1.000, 98.000, 90.001
2,2.000, 98.000, 90.001
3,3.000, 98.000, 90.001
4,4.000, 98.000, 90.001
5,5.000, 98.000, 90.001
6,6.000, 98.000, 90.001
7,7.000, 98.000, 90.001
8,8.000, 98.000, 90.001
9,9.000, 98.000, 90.001
10,10.000, 98.000, 89.000
11,11.000, 98.000, 88.001
12,12.000, 98.000, 85.000
13,13.000, 98.000, 82.000
14,14.000, 98.000, 80.001
15,15.000, 98.000, 80.001
16,16.000, 97.000, 80.001
17,17.000, 97.000, 79.000
18,18.000, 97.000, 78.000
19,19.000, 97.000, 78.000
20,20.000, 97.000, 77.001
21,21.000, 97.000, 76.000
22,22.000, 98.000, 74.001
23,23.000, 98.000, 74.001
24,24.000, 98.000, 73.001
25,25.000, 98.000, 74.001
26,26.000, 98.000, 74.001
27,27.000, 98.000, 74.001
28,28.000, 98.000, 74.001
29,29.000, 98.000, 73.001
30,30.000, 97.000, 72.000
31,31.000, 97.000, 72.000
32,32.000, 97.000, 71.001
33,33.000, 97.000, 72.000
34,34.000, 96.000, 73.001
35,35.000, 96.000, 73.001
36,36.000, 96.000, 72.000
37,37.000, 96.000, 72.000
38,38.000, 96.000, 70.001
39,39.000, 96.000, 68.000
40,40.000, 96.000, 67.001
41,41.000, 96.000, 67.001
42,42.000, 96.000, 69.000
43,43.000, 96.000, 73.001
44,44.000, 96.000, 73.001
45,45.000, 96.000, 75.000
46,46.000, 96.000, 73.001
47,47.000, 96.000, 71.001
48,48.000, 96.000, 67.001
49,49.000, 96.000, 66.001
50,50.000, 96.000, 68.000
51,51.000, 95.000, 67.001
52,52.000, 95.000, 68.000
53,53.000, 95.000, 67.001
54,54.000, 95.000, 67.001
55,55.000, 95.000, 67.001
56,56.000, 96.000, 66.001
57,57.000, 96.000, 66.001
58,58.000, 96.000, 65.000
59,59.000, 96.000, 65.000
60,60.000, 96.000, 65.000
61,61.000, 96.000, 64.001
62,62.000, 97.000, 64.001
63,63.000, 97.000, 64.001
64,64.000, 97.000, 65.000
65,65.000, 97.000, 69.000
66,66.000, 97.000, 71.001
67,67.000, 97.000, 71.001
68,68.000, 97.000, 70.001
69,69.000, 97.000, 67.001
70,70.000, 97.000, 65.000
71,71.000, 97.000, 64.001
72,72.000, 97.000, 63.001
73,73.000, 97.000, 63.001
74,74.000, 97.000, 63.001
75,75.000, 97.000, 63.001
76,76.000, 97.000, 63.001
77,77.000, 96.000, 65.000
78,78.000, 96.000, 64.001
79,79.000, 96.000, 64.001
80,80.000, 96.000, 64.001
81,81.000, 96.000, 63.001
82,82.000, 96.000, 62.000
83,83.000, 96.000, 61.000
84,84.000, 96.000, 60.001
85,85.000, 96.000, 60.001
86,86.000, 96.000, 60.001
87,87.000, 96.000, 61.000
88,88.000, 96.000, 67.001
89,89.000, 96.000, 67.001
90,90.000, 96.000, 68.000
91,91.000, 96.000, 71.001
92,92.000, 96.000, 71.001
93,93.000, 96.000, 69.000
94,94.000, 96.000, 67.001
95,95.000, 96.000, 68.000
96,96.000, 96.000, 67.001
97,97.000, 96.000, 66.001
98,98.000, 96.000, 65.000
99,99.000, 96.000, 64.001
100,100.000, 96.000, 63.001
101,101.000, 96.000, 63.001
102,102.000, 96.000, 63.001
103,103.000, 96.000, 63.001
104,104.000, 96.000, 63.001
105,105.000, 96.000, 65.000
106,106.000, 96.000, 66.001
107,107.000, 96.000, 65.000
108,108.000, 96.000, 67.001
109,109.000, 96.000, 67.001
110,110.000, 95.000, 67.001
111,111.000, 95.000, 67.001
112,112.000, 96.000, 68.000
113,113.000, 96.000, 68.000
114,114.000, 96.000, 68.000
115,115.000, 96.000, 68.000
116,116.000, 95.000, 68.000
117,117.000, 96.000, 69.000
118,118.000, 96.000, 69.000
119,119.000, 96.000, 69.000
120,120.000, 96.000, 69.000
121,121.000, 96.000, 69.000
122,122.000, 95.000, 69.000
123,123.000, 95.000, 69.000
124,124.000, 95.000, 70.001
125,125.000, 95.000, 71.001
126,126.000, 95.000, 71.001
127,127.000, 95.000, 74.001
128,128.000, 95.000, 74.001
129,129.000, 95.000, 74.001
130,130.000, 95.000, 74.001
131,131.000, 95.000, 74.001
132,132.000, 95.000, 74.001
133,133.000, 95.000, 73.001
134,134.000, 95.000, 70.001
135,135.000, 95.000, 69.000
136,136.000, 95.000, 68.000
137,137.000, 95.000, 68.000
138,138.000, 95.000, 70.001
139,139.000, 95.000, 72.000
140,140.000, 95.000, 72.000
141,141.000, 95.000, 73.001
142,142.000, 95.000, 73.001
143,143.000, 95.000, 71.001
144,144.000, 95.000, 69.000
145,145.000, 95.000, 67.001
146,146.000, 95.000, 66.001
147,147.000, 95.000, 65.000
148,148.000, 95.000, 65.000
149,149.000, 95.000, 66.001
150,150.000, 95.000, 67.001
151,151.000, 95.000, 70.001
152,152.000, 95.000, 70.001
153,153.000, 95.000, 68.000
154,154.000, 95.000, 67.001
155,155.000, 95.000, 66.001
156,156.000, 95.000, 65.000
157,157.000, 95.000, 63.001
158,158.000, 95.000, 64.001
159,159.000, 95.000, 63.001
160,160.000, 95.000, 63.001
161,161.000, 95.000, 63.001
162,162.000, 95.000, 63.001
163,163.000, 95.000, 63.001
164,164.000, 95.000, 63.001
165,165.000, 95.000, 62.000
166,166.000, 96.000, 61.000
167,167.000, 96.000, 60.001
168,168.000, 96.000, 60.001
169,169.000, 96.000, 60.001
170,170.000, 96.000, 60.001
171,171.000, 96.000, 61.000
172,172.000, 96.000, 61.000
173,173.000, 96.000, 61.000
174,174.000, 96.000, 61.000
175,175.000, 96.000, 61.000
176,176.000, 96.000, 61.000
177,177.000, 95.000, 70.001
178,178.000, 95.000, 70.001
179,179.000, 95.000, 72.000
180,180.000, 95.000, 75.000
181,181.000, 95.000, 74.001
182,182.000, 95.000, 73.001
183,183.000, 95.000, 73.001
184,184.000, 95.000, 73.001
185,185.000, 95.000, 71.001
186,186.000, 95.000, 70.001
187,187.000, 95.000, 69.000
188,188.000, 96.000, 69.000
189,189.000, 96.000, 68.000
190,190.000, 96.000, 66.001
191,191.000, 96.000, 66.001
192,192.000, 97.000, 67.001
193,193.000, 97.000, 66.001
194,194.000, 97.000, 66.001
195,195.000, 97.000, 66.001
196,196.000, 97.000, 68.000
197,197.000, 97.000, 68.000
198,198.000, 97.000, 68.000
199,199.000, 97.000, 69.000
200,200.000, 96.000, 69.000
201,201.000, 96.000, 69.000
202,202.000, 96.000, 69.000
203,203.000, 96.000, 69.000
204,204.000, 96.000, 69.000
205,205.000, 96.000, 68.000
206,206.000, 96.000, 67.001
207,207.000, 96.000, 66.001
208,208.000, 96.000, 66.001
209,209.000, 96.000, 66.001
210,210.000, 96.000, 67.001
211,211.000, 96.000, 67.001
212,212.000, 96.000, 68.000
213,213.000, 96.000, 67.001
214,214.000, 96.000, 66.001
215,215.000, 95.000, 66.001
216,216.000, 95.000, 65.000
217,217.000, 95.000, 65.000
218,218.000, 96.000, 66.001
