,Elapsed time(seconds),SpO2(%),hr (bpm)
0,0.000, 99.000, 66.001
1,1.000, 99.000, 66.001
2,2.000, 99.000, 65.000
3,3.000, 99.000, 65.000
4,4.000, 99.000, 65.000
5,5.000, 99.000, 62.001
6,6.000, 98.000, 60.000
7,7.000, 98.000, 58.001
8,8.000, 98.000, 58.001
9,9.000, 98.000, 57.000
10,10.000, 98.000, 56.000
11,11.000, 98.000, 55.001
12,12.000, 98.000, 55.001
13,13.000, 98.000, 54.001
14,14.000, 98.000, 54.001
15,15.000, 98.000, 54.001
16,16.000, 98.000, 54.001
17,17.000, 98.000, 54.001
18,18.000, 98.000, 56.000
19,19.000, 98.000, 58.001
20,20.000, 98.000, 59.001
21,21.000, 98.000, 63.000
22,22.000, 97.000, 63.000
23,23.000, 97.000, 68.000
24,24.000, 97.000, 70.001
25,25.000, 98.000, 72.000
26,26.000, 98.000, 72.000
27,27.000, 98.000, 73.001
28,28.000, 98.000, 71.000
29,29.000, 98.000, 69.000
30,30.000, 98.000, 68.000
31,31.000, 97.000, 67.000
32,32.000, 97.000, 66.001
33,33.000, 97.000, 63.000
34,34.000, 97.000, 63.000
35,35.000, 97.000, 60.000
36,36.000, 97.000, 57.000
37,37.000, 97.000, 55.001
38,38.000, 97.000, 54.001
39,39.000, 98.000, 54.001
40,40.000, 98.000, 54.001
41,41.000, 98.000, 55.001
42,42.000, 98.000, 55.001
43,43.000, 98.000, 55.001
44,44.000, 98.000, 55.001
45,45.000, 98.000, 55.001
46,46.000, 98.000, 55.001
47,47.000, 98.000, 54.001
48,48.000, 97.000, 54.001
49,49.000, 97.000, 54.001
50,50.000, 97.000, 54.001
51,51.000, 97.000, 54.001
52,52.000, 97.000, 55.001
53,53.000, 97.000, 55.001
54,54.000, 97.000, 55.001
55,55.000, 97.000, 55.001
56,56.000, 97.000, 55.001
57,57.000, 97.000, 55.001
58,58.000, 97.000, 55.001
59,59.000, 97.000, 54.001
60,60.000, 97.000, 54.001
61,61.000, 96.000, 54.001
62,62.000, 96.000, 54.001
63,63.000, 96.000, 55.001
64,64.000, 96.000, 54.001
65,65.000, 96.000, 54.001
66,66.000, 96.000, 53.000
67,67.000, 96.000, 53.000
68,68.000, 96.000, 53.000
69,69.000, 96.000, 53.000
70,70.000, 97.000, 53.000
71,71.000, 97.000, 52.000
72,72.000, 97.000, 53.000
73,73.000, 97.000, 53.000
74,74.000, 97.000, 52.000
75,75.000, 97.000, 52.000
76,76.000, 97.000, 52.000
77,77.000, 97.000, 53.000
78,78.000, 97.000, 53.000
79,79.000, 97.000, 53.000
80,80.000, 97.000, 53.000
81,81.000, 97.000, 54.001
82,82.000, 97.000, 54.001
83,83.000, 97.000, 54.001
84,84.000, 97.000, 53.000
85,85.000, 97.000, 53.000
86,86.000, 97.000, 54.001
87,87.000, 97.000, 53.000
88,88.000, 97.000, 53.000
89,89.000, 97.000, 52.000
90,90.000, 97.000, 52.000
91,91.000, 97.000, 52.000
92,92.000, 97.000, 52.000
93,93.000, 97.000, 52.000
94,94.000, 97.000, 52.000
95,95.000, 97.000, 53.000
96,96.000, 97.000, 53.000
97,97.000, 97.000, 53.000
98,98.000, 97.000, 52.000
99,99.000, 96.000, 52.000
100,100.000, 96.000, 53.000
101,101.000, 96.000, 53.000
102,102.000, 96.000, 53.000
103,103.000, 96.000, 53.000
104,104.000, 96.000, 52.000
105,105.000, 96.000, 54.001
