4518541 9.03731 11.4653 24.9832 24.745 0.779504 6.24204 70.2308
4518551 9.03731 11.4653 24.9832 24.745 0.779504 6.24204 70.2308
4518561 9.01088 11.539 24.9537 24.706 0.812018 6.2192 70.2096
4518571 9.0285 11.5206 24.9734 24.706 0.791964 6.2219 70.2285
4518591 9.01969 11.5022 25.0521 24.6865 0.753233 6.23753 70.2605
4518611 9.01088 11.493 25.0226 24.6768 0.760749 6.23808 70.2032
4518623 8.99326 11.5298 24.9537 24.6963 0.811967 6.22609 70.173
4518632 8.99326 11.5298 24.9537 24.6963 0.811967 6.22609 70.173
4518644 9.00207 11.493 24.9438 24.667 0.789556 6.22969 70.1059
4518652 9.0285 11.5114 24.9241 24.6768 0.796801 6.21487 70.1408
4518665 9.0285 11.5114 24.9241 24.6768 0.796801 6.21487 70.1408
4518671 9.01088 11.585 24.9241 24.7352 0.848782 6.20525 70.2553
4518681 9.01088 11.585 24.9241 24.7352 0.848782 6.20525 70.2553
4518692 9.01088 11.539 24.9734 24.6378 0.781268 6.21312 70.1611
4518706 9.08135 11.5206 24.9045 24.7352 0.807932 6.20097 70.2416
4518712 9.08135 11.5206 24.9045 24.7352 0.807932 6.20097 70.2416
4518722 9.04611 11.5666 24.8946 24.667 0.816876 6.18792 70.1744
4518733 9.05492 11.5574 24.7962 24.6573 0.843361 6.17444 70.0658
4518742 9.05492 11.5574 24.7962 24.6573 0.843361 6.17444 70.0658
4518753 9.14301 11.6219 24.8454 24.6086 0.798246 6.1285 70.2189
4518763 9.14301 11.6219 24.8454 24.6086 0.798246 6.1285 70.2189
4518772 9.09896 11.6219 24.8454 24.6573 0.831211 6.1479 70.2236
4518784 9.12539 11.5574 24.747 24.5794 0.808623 6.13709 70.0091
4518794 9.12539 11.5574 24.747 24.5794 0.808623 6.13709 70.0091
4518810 9.19586 11.6311 24.806 24.6183 0.799826 6.1061 70.2513
4518814 9.15181 11.6035 24.7962 24.6183 0.810111 6.1264 70.1698
4518834 9.16062 11.6035 24.7863 24.6573 0.823915 6.12743 70.2077
4518846 9.16062 11.6035 24.7863 24.6573 0.823915 6.12743 70.2077
4518854 9.09016 11.6127 24.7666 24.6865 0.870347 6.14709 70.156
4518865 9.11658 11.6587 24.7765 24.6378 0.856063 6.12035 70.1896
4518874 9.11658 11.6587 24.7765 24.6378 0.856063 6.12035 70.1896
4518884 9.09896 11.6863 24.7273 24.6963 0.910279 6.11851 70.2089
4518894 9.14301 11.6219 24.8159 24.7158 0.845981 6.1383 70.2965
4518904 9.14301 11.6219 24.8159 24.7158 0.845981 6.1383 70.2965
4518915 9.14301 11.6035 24.8159 24.7352 0.846347 6.14629 70.2976
4518925 9.14301 11.6035 24.8159 24.7352 0.846347 6.14629 70.2976
4518935 9.07254 11.714 24.7962 24.7352 0.917441 6.13177 70.3179
4518945 9.06373 11.6035 24.8356 24.784 0.884995 6.17876 70.2867
4518955 9.06373 11.6035 24.8356 24.784 0.884995 6.17876 70.2867
4518965 9.09896 11.5666 24.7371 24.7742 0.892302 6.16565 70.1769
4518985 9.06373 11.6311 24.7371 24.7255 0.91072 6.15069 70.1574
4518986 9.06373 11.6311 24.7371 24.7255 0.91072 6.15069 70.1574
4518997 9.12539 11.6035 24.806 24.7352 0.856447 6.15036 70.2701
4519005 9.12539 11.6035 24.806 24.7352 0.856447 6.15036 70.2701
4519016 9.0285 11.6311 24.7273 24.8229 0.960782 6.17235 70.2098
4519026 9.08135 11.6035 24.7765 24.8814 0.933644 6.17827 70.3427
4519036 9.08135 11.6035 24.7765 24.8814 0.933644 6.17827 70.3427
4519047 9.05492 11.6311 24.7076 24.8814 0.978282 6.16925 70.275
4519056 9.01088 11.6127 24.7765 24.8619 0.956136 6.19428 70.2619
4519076 8.98446 11.6035 24.8159 24.9203 0.968194 6.21727 70.3241
4519096 8.95803 11.5666 24.7962 24.8911 0.962633 6.23027 70.212
4519107 8.95803 11.5574 24.8946 24.9398 0.939801 6.25139 70.3499
4519118 8.95803 11.5574 24.8946 24.9398 0.939801 6.25139 70.3499
4519128 8.95803 11.5206 24.7962 24.9301 0.960213 6.24906 70.2049
4519138 8.94041 11.4745 24.8159 24.9885 0.963694 6.27807 70.2194
4519158 8.87876 11.4101 24.8651 24.9885 0.946206 6.32245 70.1425
4519168 8.87876 11.4101 24.8651 24.9885 0.946206 6.32245 70.1425
4519178 8.86995 11.4285 24.9045 25.0373 0.957903 6.33041 70.2402
4519187 8.84352 11.3917 24.8749 25.1347 0.99932 6.358 70.2448
4519197 8.84352 11.3917 24.8749 25.1347 0.99932 6.358 70.2448
4519209 8.86114 11.3364 24.9537 25.0567 0.918099 6.36955 70.208
4519230 8.83471 11.2811 24.9635 25.1347 0.932002 6.4052 70.2141
4519231 8.83471 11.2811 24.9635 25.1347 0.932002 6.4052 70.2141
4519242 8.73782 11.2627 24.9438 25.1834 0.985506 6.44395 70.1278
4519249 8.73782 11.2627 24.9438 25.1834 0.985506 6.44395 70.1278
4519259 8.68497 11.2167 24.9635 25.2321 0.998715 6.48255 70.0973
4519269 8.7114 11.2167 25.0226 25.2418 0.970379 6.48281 70.1925
4519279 8.7114 11.2167 25.0226 25.2418 0.970379 6.48281 70.1925
4519289 8.69378 11.1338 25.0423 25.3685 0.984582 6.5313 70.2383
4519299 8.68497 11.1706 25.0521 25.388 1.00345 6.52625 70.2957
4519322 8.6057 11.1338 25.0324 25.4269 1.04083 6.56418 70.1989
